ID	Relation	RelType	NE	X	Y	Y'	NEType	MeSH	Sent
1816	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Downregulation of miR-522 suppresses proliferation and metastasis of non-small cell lung cancer cells by directly targeting DENN/MADD domain containing 2D .
1793	upregulate	positive	microrna-31	1201.336	260.0906	260.0906	miRNA		To verify the hypothesis that upregulation of microRNA-31 ( miR-31 ) targeting integrin 帢5 ( ITGA5 ) suppresses tumor cell invasion and metastasis by indirectly regulating phosphoinositide 3-kinase ( PI3K ) /protein kinase B ( AKT ) signaling pathway in human SGC7901 gastric cancer ( GC ) cells .
1793	upregulate	positive	gc	1242.449	487.0825	487.0825	Cancer	D061325	To verify the hypothesis that upregulation of microRNA-31 ( miR-31 ) targeting integrin 帢5 ( ITGA5 ) suppresses tumor cell invasion and metastasis by indirectly regulating phosphoinositide 3-kinase ( PI3K ) /protein kinase B ( AKT ) signaling pathway in human SGC7901 gastric cancer ( GC ) cells .
1792	upregulate	positive	microrna-31	1201.336	260.0906	260.0906	miRNA		Upregulation of microRNA-31 targeting integrin 帢5 suppresses tumor cell invasion and metastasis by indirectly regulating PI3K/AKT pathway in human gastric cancer SGC7901 cells .
1792	upregulate	positive	gc	1242.449	487.0825	487.0825	Cancer	D061325	Upregulation of microRNA-31 targeting integrin 帢5 suppresses tumor cell invasion and metastasis by indirectly regulating PI3K/AKT pathway in human gastric cancer SGC7901 cells .
1791	regulate	positive	mir-200/zeb	1199.039	255.3102	255.3102	miRNA		Our findings highlight the critical ECM-tumor cell interactions regulated by miR-200/Zeb1-dependent EMT that activate intracellular signaling pathways responsible for tumor cell invasion and metastasis .
1791	regulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Our findings highlight the critical ECM-tumor cell interactions regulated by miR-200/Zeb1-dependent EMT that activate intracellular signaling pathways responsible for tumor cell invasion and metastasis .
1783	inhibit	negative	microrna-452	1196.685	250.5576	250.5576	miRNA		Expression of microRNA-452 via adenoviral vector inhibits non-small cell lung cancer cells proliferation and metastasis .
1783	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Expression of microRNA-452 via adenoviral vector inhibits non-small cell lung cancer cells proliferation and metastasis .
1992	suppress	negative	mir-490	1194.274	245.8335	245.8335	miRNA		Gain- and loss-of-function assays in vitro and in vivo reveal that miR-490-3p suppresses cancer cell proliferation by inducing apoptosis and inhibits cell invasiveness by repressing the initiation of epithelial-to-mesenchymal transition ( EMT ) , a key mechanism in cancer cell invasiveness and metastasis .
1992	suppress	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Gain- and loss-of-function assays in vitro and in vivo reveal that miR-490-3p suppresses cancer cell proliferation by inducing apoptosis and inhibits cell invasiveness by repressing the initiation of epithelial-to-mesenchymal transition ( EMT ) , a key mechanism in cancer cell invasiveness and metastasis .
1779	influence	neutral	mir-490	1194.274	245.8335	245.8335	miRNA		In this study we purposed to investigate the expression and biological functions of miR-490-3p in CRC metastasis , as well as to identify its downstream target genes and influenced pathway .
1779	influence	neutral	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	In this study we purposed to investigate the expression and biological functions of miR-490-3p in CRC metastasis , as well as to identify its downstream target genes and influenced pathway .
1778	inhibit	negative	microrna-490	1191.807	241.1385	241.1385	miRNA		MicroRNA-490-3p inhibits colorectal cancer metastasis by targeting TGF?] R1 .
1778	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	MicroRNA-490-3p inhibits colorectal cancer metastasis by targeting TGF?] R1 .
1767	inhibit	negative	microrna-1225	1189.284	236.4733	236.4733	miRNA		MicroRNA-1225-5p inhibits proliferation and metastasis of gastric carcinoma through repressing insulin receptor substrate-1 and activation of ?] -catenin signaling .
1767	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	MicroRNA-1225-5p inhibits proliferation and metastasis of gastric carcinoma through repressing insulin receptor substrate-1 and activation of ?] -catenin signaling .
1766	suppress	negative	mir-192	1186.706	231.8385	231.8385	miRNA		Gain and loss of function studies revealed that miR-192 significantly suppressed metastasis of HCC cells in vitro and in vivo .
1766	suppress	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Gain and loss of function studies revealed that miR-192 significantly suppressed metastasis of HCC cells in vitro and in vivo .
1762	upregulate	positive	mirna-210	1184.073	227.2349	227.2349	miRNA		In the present study , the expression levels of VEGF and miRNA-210 were upregulated in patients with MB and metastatic MB ; thus suggesting that miRNA-210 may promote the metastasis of MB primary tumors by regulating the expression of VEGF .
1762	upregulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	In the present study , the expression levels of VEGF and miRNA-210 were upregulated in patients with MB and metastatic MB ; thus suggesting that miRNA-210 may promote the metastasis of MB primary tumors by regulating the expression of VEGF .
1761	regulate	positive	mir-148b	1181.384	222.6631	222.6631	miRNA		BRG1 positively regulated the expression of miR-148b , leading to inhibition of cell proliferation , metastasis , restraint of EMT , and inactivation of the WNT/?] -catenin signaling pathway , which highlights potential therapeutic possibilities for the treatment of lung cancer .
1761	regulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	BRG1 positively regulated the expression of miR-148b , leading to inhibition of cell proliferation , metastasis , restraint of EMT , and inactivation of the WNT/?] -catenin signaling pathway , which highlights potential therapeutic possibilities for the treatment of lung cancer .
1760	regulate	positive	mir-148b	1181.384	222.6631	222.6631	miRNA		BRG1 positively regulated the expression of miR-148b , leading to inhibition of cell proliferation , metastasis , restraint of EMT , and inactivation of the WNT/?] -catenin signaling pathway , which highlights potential therapeutic possibilities for the treatment of lung cancer .
1760	regulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	BRG1 positively regulated the expression of miR-148b , leading to inhibition of cell proliferation , metastasis , restraint of EMT , and inactivation of the WNT/?] -catenin signaling pathway , which highlights potential therapeutic possibilities for the treatment of lung cancer .
1759	suppress	negative	mir-148b	1181.384	222.6631	222.6631	miRNA		Additionally , we suggested that miR-148b suppressed cell proliferation , metastasis , and EMT in lung cancer cells by directly binging to 3'-untranslated region of WNT1 , blocking the WNT1/?] -catenin signaling pathway .
1759	suppress	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Additionally , we suggested that miR-148b suppressed cell proliferation , metastasis , and EMT in lung cancer cells by directly binging to 3'-untranslated region of WNT1 , blocking the WNT1/?] -catenin signaling pathway .
1758	inhibit	negative	mir-148b	1181.384	222.6631	222.6631	miRNA		Restoration of BRG1 inhibits proliferation and metastasis of lung cancer by regulating tumor suppressor miR-148b .
1758	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Restoration of BRG1 inhibits proliferation and metastasis of lung cancer by regulating tumor suppressor miR-148b .
1750	suppress	negative	mir-874	1178.641	218.1237	218.1237	miRNA		Taken together , these findings suggested that miR-874 might suppress the growth and metastasis of OS cells partially by targeting E2F3 .
1750	suppress	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Taken together , these findings suggested that miR-874 might suppress the growth and metastasis of OS cells partially by targeting E2F3 .
1749	react	neutral	mir-874	1178.641	218.1237	218.1237	miRNA		Here , we found that miR-874 expression was significantly decreased in OS cell lines and tissues by quantitative reverse transcriptase polymerase chain reaction ( qRT-PCR ) , and its expression was correlated with tumor-node-metastasis ( TNM ) stage , tumor size , and lymph node metastasis ( all P ? < ? 0.01 ) .
1749	react	neutral	escc	1243.493	471.2066	471.2066	Cancer	D009369	Here , we found that miR-874 expression was significantly decreased in OS cell lines and tissues by quantitative reverse transcriptase polymerase chain reaction ( qRT-PCR ) , and its expression was correlated with tumor-node-metastasis ( TNM ) stage , tumor size , and lymph node metastasis ( all P ? < ? 0.01 ) .
1748	suppress	negative	mir-874	1178.641	218.1237	218.1237	miRNA		miR-874 suppresses the proliferation and metastasis of osteosarcoma by targeting E2F3 .
1748	suppress	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	miR-874 suppresses the proliferation and metastasis of osteosarcoma by targeting E2F3 .
1743	inhibit	negative	mir-181c	1175.845	213.6174	213.6174	miRNA		These results indicate that miR-181c inhibits ovarian cancer metastasis and progression by targeting PRKCD expression .
1743	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	These results indicate that miR-181c inhibits ovarian cancer metastasis and progression by targeting PRKCD expression .
1742	inhibit	negative	mir-181c	1175.845	213.6174	213.6174	miRNA		In vitro , miR-181c significantly inhibited the proliferation , metastasis of A2780 cell line , and induced G1 phase arrest .
1742	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	In vitro , miR-181c significantly inhibited the proliferation , metastasis of A2780 cell line , and induced G1 phase arrest .
1741	control	neutral	mir-181c	1175.845	213.6174	213.6174	miRNA		In this study , we found that the expression of the miR-181c was significantly decreased in ovarian cancer tissue and in tissues with lymph node metastasis when compared with their control samples , respectively .
1741	control	neutral	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	In this study , we found that the expression of the miR-181c was significantly decreased in ovarian cancer tissue and in tissues with lymph node metastasis when compared with their control samples , respectively .
1740	inhibit	negative	mir181c	1172.994	209.1448	209.1448	miRNA		MiR181c inhibits ovarian cancer metastasis and progression by targeting PRKCD expression .
1740	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	MiR181c inhibits ovarian cancer metastasis and progression by targeting PRKCD expression .
1731	inhibit	negative	microrna-370	1170.091	204.7066	204.7066	miRNA		MicroRNA-370 directly targets FOXM1 to inhibit cell growth and metastasis in osteosarcoma cells .
1731	inhibit	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	MicroRNA-370 directly targets FOXM1 to inhibit cell growth and metastasis in osteosarcoma cells .
1725	inhibit	negative	microrna-22	1167.134	200.3034	200.3034	miRNA		MicroRNA-22 inhibits tumor growth and metastasis in gastric cancer by directly targeting MMP14 and Snail .
1725	inhibit	negative	gc	1242.449	487.0825	487.0825	Cancer	D061325	MicroRNA-22 inhibits tumor growth and metastasis in gastric cancer by directly targeting MMP14 and Snail .
1716	regulate	positive	microrna-574	1164.125	195.9358	195.9358	miRNA		Tumor invasion and metastasis regulated by microRNA-184 and microRNA-574-5p in small-cell lung cancer .
1716	regulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Tumor invasion and metastasis regulated by microRNA-184 and microRNA-574-5p in small-cell lung cancer .
1715	regulate	positive	microrna-184	1161.065	191.6045	191.6045	miRNA		Tumor invasion and metastasis regulated by microRNA-184 and microRNA-574-5p in small-cell lung cancer .
1715	regulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Tumor invasion and metastasis regulated by microRNA-184 and microRNA-574-5p in small-cell lung cancer .
1709	downregulate	negative	mir-147	1157.953	187.31	187.31	miRNA		In addition , serum miR-147 was markedly down-regulated in advanced NSCLC patients and the patients with lymph node metastasis ( LNM ) .
1709	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	In addition , serum miR-147 was markedly down-regulated in advanced NSCLC patients and the patients with lymph node metastasis ( LNM ) .
1707	downregulate	negative	mir-586	1154.789	183.0531	183.0531	miRNA		Downregulation of miR-586 expression in OS may inhibit cell proliferation , invasion and metastasis , and promote cell apoptosis .
1707	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Downregulation of miR-586 expression in OS may inhibit cell proliferation , invasion and metastasis , and promote cell apoptosis .
